zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
2707,61.68942,0,5888,Sparks,NV,14062,5652,20.84%,77.19286
2425,61.68488,0,5889,New Ipswich,NH,2487,1093,22.07%,75.05493
2679,61.68378,0,5890,Waterloo,NE,1486,601,22.54%,74.2403
2366,61.68258,0,5891,Carson City,NV,2885,1237,20.38%,77.96565
2130,61.68177,0,,Dale,NY,68,25,10.29%,95.34627
2708,61.68174,0,,Port Heiden,AK,56,16,12.50%,91.532
2092,61.6809,0,5892,Lolo,MT,3011,1385,29.89%,61.55135
2533,61.67508,0,5893,Stroudsburg,PA,18141,6971,23.85%,71.96377
2608,61.6694,0,5894,Grand Marais,MN,2573,943,30.63%,60.27251
2107,61.66574,0,5895,Indianola,IA,10785,4601,24.78%,70.35281
2755,61.66106,0,5896,Clinton,OH,6217,2671,20.56%,77.61259
2219,61.65457,0,5897,Saint Clair Shores,MI,17472,6259,21.62%,75.78065
2414,61.64783,0,5898,Audubon,NJ,7098,2722,22.57%,74.11739
2666,61.64582,0,,Idalia,CO,223,103,30.04%,61.23098
2154,61.64574,0,,Enloe,TX,48,18,37.50%,48.3812
2636,61.64451,0,5899,Parrish,FL,4420,1830,23.01%,73.35113
2073,61.64082,0,5900,Lowell,MI,9029,3872,20.05%,78.456
2418,61.63824,0,,Olsburg,KS,381,167,29.13%,62.79226
2577,61.63466,0,5901,Birmingham,AL,12645,5512,23.44%,72.60057
2605,61.62624,0,5902,Waterford,MI,18007,6482,22.11%,74.89148
2293,61.61554,0,5903,Stevens Point,WI,20983,8326,26.03%,68.13773
2167,61.60733,0,5904,Ketchikan,AK,8966,3637,20.18%,78.21148
2125,61.60415,0,5905,Fairfax,VT,2582,1031,21.46%,76.00425
2785,61.5988,0,5906,Orem,UT,16925,8331,29.96%,61.33952
2041,61.59404,0,,Flint Hill,VA,420,193,26.43%,67.42378
2797,61.59389,0,,Shoshone,CA,92,42,20.65%,77.36677
2257,61.58963,0,5907,Merchantville,NJ,15469,5849,20.38%,77.83489
2809,61.57998,0,5908,Roseville,CA,19654,8029,22.98%,73.31583
2575,61.57048,0,5909,Broken Arrow,OK,14966,7010,21.49%,75.88526
2719,61.56623,0,5910,Rohrersville,MD,539,225,17.63%,82.54225
2697,61.56535,0,5911,Holt,MO,2670,1167,18.31%,81.33926
2101,61.56446,0,5912,Lake City,CO,551,228,34.30%,53.78943
2737,61.56126,0,5913,New Castle,PA,11119,4451,26.14%,67.84613
2117,61.55617,0,5914,Fredonia,NY,7422,2992,28.39%,63.95995
2375,61.54575,0,5915,New Haven,CT,30578,9911,36.94%,49.22068
2484,61.53706,0,5916,Bartonsville,PA,1068,435,24.81%,70.12005
2516,61.5366,0,5917,Uniondale,IN,586,261,21.16%,76.41353
2841,61.5279,0,5918,Stockbridge,GA,31142,13445,20.34%,77.83097
2976,61.51527,0,5919,Bremerton,WA,14833,6450,22.85%,73.5002
2941,61.51115,0,,Grubville,MO,179,77,21.79%,75.32299
2171,61.50845,0,5920,Pittsburgh,PA,9674,3693,27.31%,65.80235
2290,61.50521,0,5921,Pleasant Hill,OR,2131,888,20.08%,78.25201
2374,61.50396,0,5922,Winterport,ME,2409,1038,27.52%,65.43361
2986,61.50327,0,,Guinda,CA,116,39,13.79%,89.08025
2928,61.49008,0,5923,Parkville,MD,47918,18510,24.55%,70.55025
2293,61.47593,0,5924,Chadron,NE,3659,1541,32.11%,57.50825
2681,61.47483,0,,Ellsworth,IL,342,157,23.98%,71.51003
2168,61.47425,0,5925,Rye,CO,1792,745,28.96%,62.90733
2467,61.47089,0,5926,Dillsburg,PA,10440,4457,22.28%,74.41552
2830,61.46537,0,5927,Johns Island,SC,9673,4061,30.96%,59.44742
2011,61.46171,0,5928,Barto,PA,3663,1554,19.68%,78.87312
2880,61.46069,0,,Forestville,MI,69,22,17.39%,82.81423
2811,61.45703,0,5929,Ellensburg,WA,13262,5462,30.92%,59.50234
2909,61.44562,0,5930,Buena Park,CA,28316,10879,19.36%,79.41447
2063,61.43413,0,5931,Elmwood Park,NJ,13537,5129,20.57%,77.31969
2871,61.43032,0,,Chesterfield,MA,353,139,23.23%,72.73525
2875,61.42176,0,5932,Hickory,NC,30807,12380,25.96%,68.0305
2837,61.41313,0,5933,Greenwich,NJ,618,259,22.33%,74.27953
2672,61.40913,0,5934,Bourbonnais,IL,13948,5863,23.28%,72.63457
2270,61.40105,0,5935,Merritt Island,FL,15522,6115,26.85%,66.48753
2712,61.39671,0,,Bushland,TX,270,127,27.41%,65.51599
2039,61.39365,0,5936,Troutdale,OR,10886,4727,20.02%,78.25071
2344,61.38647,0,5937,Ruston,LA,15265,6681,35.11%,52.24123
2197,61.38227,0,,Sand Springs,MT,40,18,30%,61.02177
2729,61.37968,0,5938,Charleston,WV,9406,4021,25.71%,68.41232
2164,61.373,0,5939,Bellevue,NE,14906,6431,26.01%,67.87621
2406,61.3689,0,,Lake Powell,UT,37,11,18.92%,80.0905
2987,61.36791,0,5940,Peoria,IL,3549,1266,33.95%,54.16079
2159,61.36655,0,5941,Fitzwilliam,NH,1399,572,23.73%,71.77547
2567,61.3653,0,5942,Spicer,MN,3161,1385,23.85%,71.56233
2859,61.36434,0,,Lincoln,NE,343,163,19.53%,79.00127
2487,61.3637,0,5943,Oriental,NC,2013,810,28.76%,63.08255
2570,61.36235,0,5944,Zumbrota,MN,2877,1205,22.59%,73.71203
2467,61.35872,0,5945,Kansas City,KS,10379,4567,19.80%,78.52138
2172,61.35006,0,5946,Howard Beach,NY,21140,7872,19.27%,79.4367
2508,61.34421,0,,Southfields,NY,198,43,30.81%,59.54287
2574,61.34003,0,5947,Saint Cloud,MN,15004,5854,27.52%,65.2074
2709,61.33496,0,5948,Eighty Four,PA,3509,1503,21.43%,75.69827
2409,61.32912,0,5949,Chico,CA,17716,6737,32.41%,56.759
2793,61.32397,0,5950,Garden Plain,KS,1072,457,19.40%,79.17126
2023,61.31621,0,5951,New Orleans,LA,27180,8734,38.65%,45.98568
2690,61.30873,0,,Thompson,UT,55,16,36.36%,49.92678
2318,61.30726,0,5952,Rodeo,CA,5308,2130,17.73%,82.03883
2002,61.30577,0,,Greer,AZ,118,54,28.81%,62.92825
2681,61.30322,0,5953,Hampton,VA,9196,1747,35.62%,51.18339
2903,61.30043,0,5954,Cambridge,VT,951,412,25.13%,69.26227
2634,61.29683,0,5955,Anderson,IN,12201,5148,22.05%,74.56589
2094,61.29339,0,,Silverdale,PA,307,121,16.94%,83.3595
2986,61.28722,0,5956,Columbia,MO,22172,9160,30.76%,59.53372
2245,61.2807,0,5957,Newark,IL,1599,710,16.51%,84.08652
2392,61.27819,0,5958,Shreveport,LA,7529,3216,25.69%,68.26588
2834,61.27249,0,5959,Corning,NY,13226,5137,27.75%,64.71181
2060,61.26728,0,5960,Wenonah,NJ,5743,2379,18.53%,80.60177
2815,61.26564,0,,Springfield,NH,251,110,20.72%,76.8215
2309,61.26158,0,5961,Battle Ground,WA,14518,6582,20.37%,77.41254
2032,61.25759,0,,Preemption,IL,55,24,9.09%,96.84478
2466,61.25752,0,,Hainesport,NJ,158,57,17.72%,81.95906
2537,61.25225,0,5962,Ridgecrest,CA,19044,8242,24.82%,69.72777
2826,61.24176,0,5963,Dallas,TX,19157,7332,23.34%,72.25797
2966,61.23575,0,5964,New Castle,CO,2782,1282,22.72%,73.32759
2608,61.23497,0,,Cascadia,OR,36,11,13.89%,88.53498
2525,61.23249,0,5965,Millbury,MA,9005,3471,17.79%,81.80869
2662,61.22128,0,5966,Irwin,PA,31809,13271,24.78%,69.75784
2491,61.21224,0,5967,Nobleboro,ME,1125,461,30.04%,60.66872
2155,61.21188,0,,Hope,NM,206,87,22.33%,73.96178
2373,61.20455,0,5968,Richmond,VA,26470,9403,31.32%,58.46803
2850,61.19616,0,5969,Calverton,NY,4100,1544,21.17%,75.94933
2379,61.18952,0,5970,Houston,TX,20109,6334,29.46%,61.66511
2356,61.17967,0,5971,Liverpool,NY,15771,5854,25.84%,67.8919
2943,61.17126,0,5972,Mobile,AL,14881,6268,30.53%,59.78478
2785,61.1669,0,5973,Almond,NY,975,419,28.31%,63.60951
2939,61.16592,0,5974,Mackinaw,IL,2582,1156,20.60%,76.87772
2497,61.16515,0,,Plattenville,LA,237,111,20.25%,77.4753
2519,61.16283,0,5975,Fort Worth,TX,8230,3349,22.98%,72.77448
2326,61.156,0,5976,Cedar Rapids,IA,16637,6849,23.98%,71.03799
2196,61.14983,0,5977,Apollo Beach,FL,5858,2349,21.00%,76.17947
2197,61.14756,0,5978,Greenville,IN,2395,1144,18.20%,80.99013
2729,61.14551,0,5979,Palmyra,NJ,5068,1861,21.80%,74.78426
2844,61.1419,0,5980,Whitefish,MT,8067,3180,32.11%,57.02575
2043,61.13489,0,5981,Chico,CA,17499,6914,27.72%,64.57844
2163,61.12959,0,5982,Okeana,OH,1824,845,16.34%,84.17675
2370,61.12906,0,,Talbert,KY,84,45,32.14%,56.93552
2073,61.12537,0,5983,Riverdale,GA,13357,5729,21.08%,75.99117
2343,61.11441,0,5984,Seattle,WA,26574,9243,27.35%,65.18256
2635,61.10706,0,,Fairbanks,AK,210,94,50%,26.152
2085,61.10271,0,5985,Kansas City,MO,15650,5745,30.77%,59.28266
2190,61.09324,0,5986,Albany,NY,18867,7212,22.69%,73.19814
2452,61.08464,0,5987,Zeeland,MI,12427,5714,21.74%,74.82741
2322,61.08082,0,5988,Grahamsville,NY,1496,621,23.06%,72.5535
2643,61.08008,0,5989,Amherst Junction,WI,1191,509,24.60%,69.89906
2159,61.07763,0,5990,Estero,FL,7752,3221,26.95%,65.83897
2990,61.07492,0,5991,Kilmarnock,VA,2120,803,28.07%,63.90895
2142,61.0743,0,,Big Creek,CA,149,70,16.78%,83.3595
2585,61.06644,0,5992,Patchogue,NY,28474,10397,18.77%,79.92313
2714,61.0565,0,5993,Bella Vista,AR,7765,3198,27.13%,65.50684
2719,61.05101,0,5994,Cortland,OH,12223,5081,21.54%,75.10724
2197,61.04325,0,5995,Altamonte Springs,FL,16058,5619,28.65%,62.85241
2455,61.03015,0,5996,Canoga Park,CA,31664,12072,25.21%,68.79022
2381,61.01663,0,5997,Amityville,NY,17587,5944,18.82%,79.7976
2405,61.00777,0,5998,Greenwood,SC,14702,6054,27.74%,64.40845
2462,61.00323,0,5999,Willis,MI,1847,762,9.80%,95.32404
2938,60.99779,0,6000,Baton Rouge,LA,17950,6481,35.88%,50.37529
2653,60.99229,0,6001,El Prado,NM,2121,751,34.09%,53.46123
2092,60.98624,0,6002,Newark,DE,19861,7923,22.14%,74.04285
2172,60.96943,0,6003,Vacaville,CA,41429,14201,17.20%,82.56448
2291,60.95728,0,6004,Leesburg,IN,2864,1208,19.17%,79.1608
2537,60.95642,0,,Adirondack,NY,245,90,26.53%,66.46923
2983,60.95592,0,6005,Lone Jack,MO,1550,675,20.06%,77.60999
2211,60.94607,0,6006,Corona,CA,34347,14634,19.84%,77.99049
2119,60.93624,0,6007,Urbanna,VA,1468,572,26.09%,67.21326
2151,60.93571,0,,Gunpowder,MD,454,243,31.06%,58.63802
2532,60.92192,0,6008,Chicago,IL,49784,15177,34.85%,52.09217
2344,60.90751,0,6009,Odessa,TX,2755,1203,25.34%,68.48817
2347,60.90644,0,6010,Williamsville,IL,1113,529,21.47%,75.1347
2530,60.90488,0,6011,Evansville,WI,4570,1909,21.09%,75.78719
2366,60.90329,0,6012,Cecil,PA,1246,519,23.27%,72.02653
2017,60.9028,0,6013,Delaware Water Gap,PA,531,197,30.32%,59.88154
2484,60.90237,0,6014,New Lebanon,NY,1012,388,28.75%,62.57781
2000,60.90142,0,6015,Northwood,NH,2490,1023,24.38%,70.10697
2188,60.9007,0,,Villa Grove,CO,97,41,26.80%,65.92527
2261,60.89478,0,6016,Mesa,AZ,21509,9078,25.32%,68.47901
2805,60.88492,0,6017,Bensenville,IL,14417,5125,19.41%,78.65475
2887,60.87995,0,6018,Guerneville,CA,3646,1046,28.00%,63.85403
2849,60.87751,0,6019,Dallas,TX,5242,2420,24.93%,69.1302
2840,60.86822,0,6020,Escondido,CA,28616,11379,23.42%,71.73494
2322,60.85676,0,6021,Hobe Sound,FL,13132,4952,26.29%,66.7896
2908,60.853,0,6022,Pleasant Dale,NE,562,241,21.53%,74.98302
2822,60.84889,0,6023,Phoenix,AZ,14406,4575,30.10%,60.21106
2154,60.84452,0,6024,New Durham,NH,1504,630,24.87%,69.22565
2393,60.83968,0,6025,Sun City Center,FL,16136,5379,28.94%,62.20253
2152,60.83497,0,6026,Craryville,NY,1043,414,27.61%,64.48822
2416,60.82803,0,6027,Saint Paul,MN,24264,9645,22.91%,72.5888
2978,60.81544,0,6028,Coventry,RI,21598,8643,19.43%,78.57368
2966,60.80487,0,6029,Rocky Mount,NC,16887,6877,27.35%,64.9328
2124,60.79902,0,6030,Kasson,MN,4451,2015,20.78%,76.24093
2989,60.79059,0,6031,Charlotte,NC,26281,10798,25.72%,67.72322
2658,60.78188,0,6032,Flint,TX,5440,2524,25.57%,67.96251
2016,60.77996,0,6033,Westerlo,NY,1537,608,22.64%,73.00723
2878,60.77946,0,,Pratts,VA,274,103,30.66%,59.19244
2298,60.77851,0,6034,Alburtis,PA,3214,1370,21.38%,75.187
2005,60.77722,0,6035,Melissa,TX,1484,634,19.47%,78.456
2889,60.77298,0,6036,Silver Spring,MD,13946,5368,29.37%,61.40228
2454,60.76437,0,6037,Grand Rapids,MI,17443,7366,20.86%,76.06702
2313,60.75953,0,,Adrian,TX,187,78,33.69%,53.9385
2265,60.75787,0,6038,East Troy,WI,5871,2508,20.18%,77.19286
2982,60.75129,0,6039,Lafayette,IN,18092,8065,25.40%,68.20049
2134,60.74477,0,6040,Canton,NY,5647,2146,30.42%,59.53895
2590,60.74161,0,6041,Conroe,TX,5901,2645,20.64%,76.39523
2684,60.7339,0,6042,Loganville,GA,22168,10046,18.33%,80.37817
2133,60.72543,0,6043,Lincoln,NE,8716,3704,26.09%,66.99358
2474,60.71795,0,6044,Gastonia,NC,18499,8174,21.64%,74.66265
2103,60.69767,0,6045,Brooklyn,NY,55405,21193,29.10%,61.79979
2831,60.67516,0,6046,Ewa Beach,HI,26598,9928,19.51%,78.32916
2276,60.66656,0,6047,Little Elm,TX,4714,2128,21.36%,75.12946
2871,60.66422,0,6048,Osage Beach,MO,3843,1491,26.93%,65.52122
2827,60.66303,0,,Murray,NE,464,211,21.98%,74.04285
2675,60.66006,0,6049,Orange,CA,10403,3671,24.49%,69.71339
2588,60.65689,0,6050,Herscher,IL,1146,557,22.34%,73.42174
2482,60.65654,0,,North Thetford,VT,142,66,26.06%,67.0145
2296,60.65517,0,6051,East China,MI,4806,1999,14.75%,86.49251
2738,60.65366,0,6052,Story,WY,695,280,30.79%,58.842
2426,60.65251,0,6053,Bridgman,MI,3513,1377,20.24%,77.02548
2300,60.65044,0,6054,Auburn,MI,4034,1714,19.09%,79.0078
2960,60.64897,0,6055,Fabius,NY,1320,559,23.86%,70.76077
2038,60.64788,0,6056,Esko,MN,2669,1169,20.64%,76.288
2009,60.64495,0,6057,Whitesboro,NY,7994,3205,25.23%,68.37833
2003,60.64214,0,6058,Cheney,KS,2231,990,22.19%,73.62311
2532,60.6364,0,6059,Stockton,CA,18687,7953,19.48%,78.28863
2847,60.63116,0,,Somerset,MI,404,170,22.03%,73.8794
2826,60.62955,0,6060,Morrow,OH,5470,2305,19.18%,78.77636
2014,60.62707,0,6061,Delmont,PA,3548,1424,25.85%,67.28255
2655,60.62482,0,6062,Harrisville,RI,4677,1961,17.98%,80.83191
2383,60.62318,0,6063,Driggs,ID,1279,542,30.88%,58.58048
2432,60.62215,0,6064,Scott AFB,IL,2461,1440,31.69%,57.18004
2560,60.61475,0,6065,Philadelphia,PA,24490,8803,25.09%,68.55224
2489,60.60619,0,6066,Marysville,MI,6713,2802,19.32%,78.49261
2894,60.60434,0,,Kilbourne,OH,31,10,0%,111.7854
2647,60.6042,0,,Bowmansville,NY,494,203,17.21%,82.13428
2668,60.60093,0,6067,Georgetown,TX,11451,4500,23.43%,71.3845
2767,60.59616,0,6068,Bella Vista,AR,5883,2618,29.08%,61.63896
2444,60.59453,0,,Lonepine,MT,86,37,30.23%,59.65925
2448,60.59427,0,6069,Cordova,IL,816,337,18.50%,79.86821
2883,60.59291,0,6070,Rossford,OH,4173,1728,21.30%,75.03532
2722,60.58638,0,6071,Portland,OR,19617,7935,21.53%,74.64565
2961,60.58068,0,6072,Cazadero,CA,1150,361,28.26%,63.03547
2803,60.58016,0,6073,South Londonderry,VT,761,282,28.25%,63.04463
2532,60.57596,0,6074,Canton,GA,14513,5904,21.21%,75.17
2518,60.57188,0,,Ronald,WA,375,120,13.07%,89.19662
2140,60.57124,0,6075,Smithton,IL,1933,830,15.68%,84.69717
2883,60.57027,0,6076,Colorado Springs,CO,1600,781,21.75%,74.22853
2623,60.56969,0,,Red River,NM,496,194,26.61%,65.84681
2798,60.56098,0,6077,Dayton,OH,31257,13624,22.06%,73.68457
2489,60.55239,0,,Ware Neck,VA,27,10,25.93%,67.0145
2487,60.54295,0,6078,Kenner,LA,34382,14278,25.35%,67.99651
2861,60.53313,0,6079,Maple City,MI,1375,593,26.25%,66.43785
2119,60.53027,0,6080,Magnolia,TX,9034,4029,19.81%,77.53152
2818,60.52736,0,6081,Marietta,NY,1596,663,25.94%,66.96612
2407,60.52662,0,6082,Fairlee,VT,1103,457,29.19%,61.35259
2467,60.52473,0,6083,Haiku,HI,5765,2014,25.78%,67.23679
2290,60.52259,0,6084,Weston,MO,2000,836,21.90%,73.91602
2822,60.51753,0,6085,Saint Clair Shores,MI,16443,6297,17.51%,81.47655
2717,60.51156,0,6086,New Prague,MN,5325,2291,20.56%,76.21216
2758,60.50909,0,6087,Sioux Center,IA,3672,1678,26.69%,65.65198
2832,60.50648,0,6088,Hillside,IL,5833,2175,19.63%,77.81266
2511,60.50449,0,6089,Mount Sidney,VA,1423,632,23.68%,70.82877
2320,60.50235,0,6090,Fort Worth,TX,6398,2365,29.10%,61.48597
2701,60.49951,0,6091,Bloomfield,NY,3938,1670,23.64%,70.89677
2827,60.49828,0,6092,Ghent,WV,555,252,30.99%,58.22874
2334,60.49806,0,,Bendena,KS,219,108,25.57%,67.55977
2614,60.49436,0,6093,Swartz Creek,MI,13279,5660,17.51%,81.44779
2069,60.48996,0,6094,Rindge,NH,2695,1158,24.94%,68.649
2786,60.48917,0,,Canyon,MN,240,107,22.92%,72.12199
2749,60.48627,0,6095,Vandalia,OH,10256,4147,21.91%,73.85063
2312,60.48005,0,6096,Nokomis,FL,12443,4846,26.17%,66.50977
2254,60.47626,0,6097,Fort Davis,TX,1352,550,36.46%,48.75125
2955,60.47013,0,6098,Concord,NC,20994,8993,22.26%,73.21383
2787,60.46276,0,6099,Willow Street,PA,5876,2455,20.15%,76.8555
2961,60.46093,0,6100,Clarksburg,CA,799,318,18.90%,79.00127
2007,60.45637,0,6101,Venice,FL,15802,5707,27.21%,64.67259
2355,60.45171,0,6102,Wrightstown,WI,1175,535,20.60%,76.06702
2333,60.44587,0,6103,Santa Barbara,CA,20067,5934,30.72%,58.60271
2377,60.44029,0,,Neotsu,OR,294,135,23.47%,71.10075
2571,60.43301,0,6104,Temple Hills,MD,26206,10327,19.42%,78.07418
2744,60.4258,0,,Millbrook,IL,51,25,21.57%,74.36975
2044,60.4208,0,6105,Renton,WA,18179,6264,24.01%,70.16582
2370,60.41457,0,6106,Derby,NY,4550,1924,21.93%,73.73425
2050,60.41197,0,6107,Richmond,VA,4903,1642,28.49%,62.41959
2904,60.41045,0,6108,Milton,TN,664,279,19.13%,78.55276
2609,60.40869,0,6109,Whitehall,MI,5724,2440,21.26%,74.87318
2415,60.40705,0,,Burdett,KS,248,107,27.42%,64.23585
2994,60.40322,0,6110,Denver,CO,13704,5415,31.22%,57.67693
2847,60.39333,0,6111,Deptford,NJ,22357,8547,19.56%,77.75513
2830,60.38544,0,6112,Lenoir City,TN,6394,2735,21.55%,74.32268
2473,60.38204,0,6113,Cibolo,TX,5991,2607,21.93%,73.66234
2592,60.37933,0,6114,Andrews AFB,MD,3863,1875,32.15%,56.05158
2387,60.37827,0,,Marianna,FL,28,7,42.86%,37.5935
2149,60.37489,0,6115,Agawam,MA,12293,4219,22.07%,73.40212
2186,60.37092,0,6116,Sterrett,AL,2162,905,23.36%,71.17529
2830,60.36741,0,6117,Glassboro,NJ,10618,4422,23.06%,71.69571
2359,60.36259,0,6118,Orlando,FL,6957,1236,32.26%,55.83452
2745,60.36066,0,,Jamaica,NY,68,20,0%,111.4036
2109,60.36022,0,6119,Ozawkie,KS,1544,673,22.60%,72.4515
2635,60.3595,0,6120,Hagaman,NY,1098,437,22.95%,71.84347
2238,60.35413,0,6121,Clearwater,FL,18455,6578,26.30%,66.06519
2659,60.34885,0,6122,Parks,AZ,772,307,30.57%,58.69293
2790,60.34784,0,6123,Gypsum,CO,2894,1245,18.07%,80.21864
2372,60.33564,0,6124,La Habra,CA,41564,16271,21.83%,73.7421
2160,60.31731,0,6125,Dearborn Heights,MI,25210,9669,21.63%,74.07162
2414,60.30323,0,6126,Kansas City,MO,26109,10687,24.82%,68.57578
2813,60.28794,0,6127,Grove City,OH,29593,13012,18.50%,79.45239
2991,60.27486,0,6128,Warren,MI,18060,7047,19.14%,78.35662
2957,60.26901,0,6129,Omaha,NE,3280,1464,20.61%,75.81596
2909,60.25986,0,6130,Saint Charles,MO,30038,11838,22.16%,73.14584
2986,60.25131,0,6131,Malta,IL,1086,474,20.26%,76.41353
2159,60.24579,0,6132,Maryville,TN,19063,8277,25.08%,68.0985
2387,60.24015,0,6133,Andover,NH,1463,597,25.09%,68.08281
2286,60.23945,0,6134,Munds Park,AZ,1099,406,26.75%,65.2074
2764,60.23915,0,,Penwell,TX,24,12,0%,111.3003
2937,60.23818,0,6135,New Windsor,MD,3472,1495,20.16%,76.54952
2430,60.23367,0,6136,Middleboro,MA,12992,5161,19.61%,77.49361
2045,60.22303,0,6137,Savannah,GA,25774,10838,26.61%,65.43361
2035,60.21559,0,6138,High Falls,NY,1345,402,25.06%,68.08804
2247,60.21332,0,6139,Spring Creek,NV,6891,3244,18.27%,79.77798
2296,60.21104,0,6140,Minnesota City,MN,1441,665,21.65%,73.93694
2495,60.20492,0,6141,Miamisburg,OH,20872,8803,21.81%,73.66496
2764,60.19511,0,6142,Plainfield,IN,14862,5758,18.34%,79.64461
2401,60.18969,0,6143,Spring Branch,TX,4899,2126,23.66%,70.46526
2882,60.18792,0,6144,Phippsburg,ME,1526,617,23.85%,70.1279
2501,60.18736,0,6145,Murdock,NE,506,228,25.89%,66.60653
2057,60.18079,0,6146,Pensacola,FL,23418,8755,27.72%,63.44998
2325,60.17414,0,6147,King Ferry,NY,804,331,26.12%,66.19725
2276,60.17366,0,6148,Starksboro,VT,965,404,28.91%,61.38398
2367,60.17335,0,,Caddo,TX,138,56,27.54%,63.7455
2727,60.16833,0,6149,Enid,OK,18157,7564,28.21%,62.58304
2722,60.16026,0,6150,Palmer,AK,11246,4754,20.04%,76.6489
2244,60.15475,0,6151,Highland,IL,8833,3723,19.97%,76.7692
2806,60.14421,0,6152,Englewood,CO,29574,10602,26.42%,65.65852
2329,60.13525,0,6153,Winneconne,WI,3102,1333,18.34%,79.5583
2839,60.13416,0,6154,Rochester,VT,862,335,33.29%,53.78289
2609,60.13255,0,6155,Cold Spring,MN,4974,2175,21.03%,74.91241
2015,60.12677,0,6156,Oakley,CA,16094,6977,13.10%,88.57813
2084,60.12187,0,6157,New Berlin,IL,1767,758,22.52%,72.31028
2867,60.11124,0,6158,Brooklyn,NY,36958,14844,26.71%,65.08448
2957,60.10018,0,6159,Highwood,IL,3350,1197,24.75%,68.47509
2417,60.09884,0,6160,Inyokern,CA,1519,535,21.40%,74.2403
2059,60.09715,0,6161,Standish,ME,4642,2031,23.96%,69.80884
2871,60.09578,0,,East Wallingford,VT,348,152,25.57%,67.0145
2453,60.09358,0,6162,Kodiak,AK,7661,3096,19.11%,78.15133
2950,60.09145,0,,South Newfane,VT,95,42,31.58%,56.66223
2400,60.09142,0,,Glendale Springs,NC,31,13,22.58%,72.15206
2895,60.08597,0,6163,Rahway,NJ,19815,6735,17.45%,80.98097
2858,60.07444,0,6164,Spring,TX,22184,9957,18.21%,79.6773
2060,60.06296,0,6165,Egg Harbor Township,NJ,19667,7940,19.03%,78.25332
2124,60.05651,0,6166,Jordan,MN,3812,1662,19.49%,77.44523
2655,60.05447,0,6167,Manvel,TX,3631,1547,14.07%,86.77103
2830,60.04669,0,6168,Mesa,AZ,24697,9823,27.42%,63.76773
2674,60.03964,0,6169,Mazon,IL,985,436,14.72%,85.6478
2351,60.03745,0,6170,Dudley,MA,7002,2879,20.61%,75.48905
2744,60.03173,0,6171,Houma,LA,13808,5757,22.36%,72.46588
2089,60.02724,0,6172,Basehor,KS,2599,1166,14.31%,86.32253
2571,60.02216,0,6173,Fort Wayne,IN,15885,6599,25.43%,67.14265
2072,60.01755,0,6174,Bennington,NH,901,356,24.97%,67.92197
2173,60.01684,0,6175,Lake Hughes,CA,1678,671,17.88%,80.13888
2637,60.01591,0,6176,Sherrard,IL,1676,762,16.89%,81.84138
2889,60.01491,0,6177,Cross Junction,VA,1985,823,22.37%,72.37959
2919,60.01409,0,6178,Whitewater,KS,1002,421,21.26%,74.27953
2133,60.01362,0,6179,Intervale,NH,720,278,32.22%,55.38078
2680,60.01331,0,,Oldenburg,IN,400,173,17.25%,81.17973
2311,60.01192,0,6180,Seville,OH,4650,2048,20.11%,76.254
2048,60.00526,0,6181,Lakewood,WA,19613,7628,25.14%,67.56892
2733,59.99976,0,,McDaniel,MD,455,168,23.52%,70.34888
2264,59.99101,0,6182,Rancho Cordova,CA,31438,12986,25.56%,66.8249
2399,59.98222,0,6183,Happy Jack,AZ,547,220,24.50%,68.649
2764,59.9816,0,6184,Apison,TN,1732,748,24.19%,69.17204
2570,59.97959,0,6185,Raymond,MS,5603,2301,23.86%,69.72385
2602,59.97741,0,6186,Westtown,NY,2298,942,19.58%,77.09348
2533,59.97626,0,6187,Holualoa,HI,1933,703,27.52%,63.4016
2001,59.97223,0,6188,West Bend,WI,12724,5510,18.15%,79.55308
2972,59.96487,0,6189,Haverhill,MA,14118,5621,22.11%,72.70387
2336,59.95465,0,6190,Taylors,SC,23086,10004,25.25%,67.29171
2311,59.94309,0,6191,Buford,GA,19040,7883,22.64%,71.77155
2570,59.93764,0,6192,Monroe Center,IL,831,354,17.81%,80.0905
2717,59.93683,0,6193,Green Lake,WI,2135,826,24.40%,68.72877
2254,59.93515,0,6194,Millstadt,IL,3971,1710,17.58%,80.48278
2554,59.93381,0,6195,Firth,NE,889,400,23.28%,70.64701
2584,59.9294,0,6196,Seattle,WA,15180,5714,23.16%,70.86931
2755,59.92213,0,6197,Lexington Park,MD,11303,4746,26.22%,65.58137
2864,59.91336,0,6198,Brandon,MS,20691,7697,22.73%,71.59633
2272,59.90327,0,6199,Missoula,MT,16023,5933,35.67%,49.28867
2495,59.8957,0,6200,Missoula,MT,11577,3984,34.93%,50.56097
2997,59.89171,0,6201,Foristell,MO,2940,1290,17.11%,81.25819
2616,59.88891,0,6202,Hampton,VA,7271,2844,22.94%,71.20274
2665,59.88668,0,6203,Mapleville,RI,868,352,20.85%,74.77903
2994,59.88609,0,6204,Amana,IA,1271,492,24.86%,67.86444
2618,59.88523,0,6205,Sutherland,VA,1852,780,18.03%,79.62369
2455,59.88438,0,6206,Hinton,IA,1270,603,22.83%,71.34789
2788,59.88379,0,6207,Norwood,CO,882,361,24.83%,67.89974
